Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,Revenue,Profit
SO316,2/15/2020,In-Store,USD,14,323,19,1,600.61,429.01,600.61,171.6
SO317,2/27/2020,Distributor,USD,6,338,19,6,157.56,112.54,945.34,832.8
SO318,5/31/2020,Online,USD,25,190,1,8,529.34,378.1,4234.7,3856.6
SO319,4/23/2020,In-Store,USD,15,275,20,8,376.09,268.64,3008.73,2740.09
SO320,1/19/2020,Online,USD,18,158,45,8,172.73,123.38,1381.85,1258.47
SO321,4/27/2020,Distributor,USD,2,350,39,1,611.54,436.81,611.54,174.73
SO322,3/8/2020,Wholesale,USD,20,224,36,10,278.61,199.01,2786.15,2587.14
SO323,4/29/2020,Online,USD,4,59,27,10,424.83,303.45,4248.28,3944.84
SO324,1/21/2020,In-Store,USD,5,136,34,3,258.06,184.33,774.18,589.85
SO325,4/6/2020,Wholesale,USD,9,309,6,1,287.18,205.13,287.18,82.05
SO326,3/4/2020,Online,USD,24,26,11,7,580.07,414.34,4060.52,3646.18
SO327,3/2/2020,Online,USD,12,238,6,1,157.58,112.56,157.58,45.02
SO328,5/11/2020,Wholesale,USD,8,206,11,9,275.64,196.88,2480.74,2283.86
SO329,5/20/2020,In-Store,USD,24,206,15,6,207.17,147.98,1243.02,1095.04
SO330,2/26/2020,Online,USD,19,109,41,2,526.18,375.84,1052.35,676.51
SO331,2/20/2020,In-Store,USD,11,28,2,10,324.3,231.64,3242.97,3011.33
SO332,5/25/2020,Wholesale,USD,11,82,23,2,386.7,276.22,773.41,497.19
SO333,2/11/2020,Distributor,USD,3,4,43,7,169.61,121.15,1187.25,1066.1
SO334,4/17/2020,Online,USD,21,329,15,4,378.21,270.15,1512.84,1242.69
SO335,3/4/2020,Online,USD,13,249,11,3,172.4,123.14,517.19,394.05
SO336,4/11/2020,Wholesale,USD,18,164,23,4,250.03,178.59,1000.12,821.53
SO337,3/10/2020,Distributor,USD,25,175,21,3,477.98,341.42,1433.95,1092.53
SO338,3/6/2020,Wholesale,USD,8,120,14,10,384.26,274.47,3842.64,3568.17
SO339,4/18/2020,Distributor,USD,2,57,34,4,491.95,351.39,1967.79,1616.4
SO340,4/10/2020,Online,USD,23,355,47,10,407.5,291.07,4075.03,3783.96
SO341,1/12/2020,Wholesale,USD,25,121,9,5,289.46,206.76,1447.29,1240.53
SO342,1/4/2020,Online,USD,3,287,16,1,223.41,159.58,223.41,63.83
SO343,5/3/2020,Online,USD,18,360,43,7,273.02,195.02,1911.17,1716.15
SO344,5/30/2020,In-Store,USD,4,60,28,10,287.94,205.67,2879.43,2673.76
SO345,3/21/2020,Online,USD,25,362,4,6,597.38,426.7,3584.27,3157.57
SO346,4/3/2020,In-Store,USD,21,125,1,6,579.18,413.7,3475.1,3061.4
SO347,3/1/2020,Distributor,USD,16,363,12,10,502.37,358.84,5023.7,4664.86
SO348,2/26/2020,Wholesale,USD,14,124,40,1,344.19,245.85,344.19,98.34
SO349,2/2/2020,Online,USD,14,36,41,8,325.04,232.17,2600.33,2368.15
SO350,2/23/2020,Distributor,USD,4,127,12,2,329.25,235.18,658.49,423.32
SO351,1/18/2020,Online,USD,18,77,43,10,570.28,407.34,5702.78,5295.44
SO352,4/18/2020,Wholesale,USD,9,84,43,9,307.42,219.59,2766.81,2547.22
SO353,5/24/2020,Distributor,USD,7,6,32,7,560.71,400.51,3924.95,3524.45
SO354,1/6/2020,Online,USD,17,19,2,4,373.38,266.7,1493.51,1226.82
SO355,4/1/2020,In-Store,USD,9,342,2,4,313.73,224.1,1254.93,1030.84
SO356,5/14/2020,Online,USD,26,284,12,5,572.75,409.11,2863.77,2454.66
SO357,4/22/2020,Online,USD,13,182,32,9,400.87,286.34,3607.86,3321.52
SO358,1/3/2020,Distributor,USD,14,192,14,2,572.66,409.04,1145.32,736.28
SO359,5/12/2020,Online,USD,2,16,46,10,180.8,129.15,1808.05,1678.9
SO360,4/17/2020,Wholesale,USD,26,46,33,3,203.04,145.03,609.11,464.09
SO361,4/11/2020,In-Store,USD,10,235,43,6,433.78,309.84,2602.66,2292.82
SO362,2/22/2020,Distributor,USD,21,278,47,3,320.93,229.24,962.8,733.56
SO363,5/6/2020,Wholesale,USD,22,221,38,1,518.28,370.2,518.28,148.08
SO364,2/5/2020,In-Store,USD,3,336,32,5,568.96,406.4,2844.8,2438.4
SO365,1/19/2020,Wholesale,USD,23,39,35,7,336.17,240.12,2353.22,2113.09
SO366,1/23/2020,In-Store,USD,19,32,26,4,243.5,173.93,973.99,800.06
SO367,1/24/2020,Wholesale,USD,1,246,16,2,483.58,345.41,967.16,621.74
SO368,2/10/2020,Distributor,USD,4,286,34,5,597.37,426.69,2986.83,2560.14
SO369,2/8/2020,Distributor,USD,12,207,2,3,603.34,430.96,1810.03,1379.07
SO370,2/14/2020,Wholesale,USD,9,302,25,3,514.07,367.19,1542.21,1175.02
SO371,2/22/2020,Distributor,USD,11,142,46,9,588.85,420.61,5299.63,4879.02
SO372,1/19/2020,In-Store,USD,11,40,13,10,160.83,114.88,1608.34,1493.46
SO373,4/14/2020,Wholesale,USD,15,144,5,6,396.37,283.12,2378.19,2095.07
SO374,2/6/2020,In-Store,USD,13,50,21,7,298.99,213.56,2092.93,1879.37
SO375,1/8/2020,Online,USD,16,110,12,7,360.4,257.43,2522.8,2265.37
SO376,4/8/2020,Wholesale,USD,24,28,32,3,586.51,418.93,1759.52,1340.58
SO377,3/8/2020,In-Store,USD,21,234,22,7,524.62,374.73,3672.35,3297.62
SO378,2/1/2020,Online,USD,24,74,44,9,332.66,237.61,2993.94,2756.33
SO379,4/10/2020,Online,USD,17,344,13,3,632.33,451.66,1896.98,1445.32
SO380,3/14/2020,Distributor,USD,16,330,20,2,280.17,200.12,560.33,360.21
SO381,1/27/2020,Online,USD,23,79,8,7,541.57,386.84,3791.01,3404.17
SO382,3/28/2020,Distributor,USD,13,219,9,6,608.26,434.47,3649.57,3215.1
SO383,1/21/2020,In-Store,USD,15,237,26,4,454.4,324.57,1817.59,1493.02
SO384,3/27/2020,In-Store,USD,22,129,33,4,495.57,353.98,1982.27,1628.29
SO385,3/31/2020,Wholesale,USD,8,130,11,4,474.77,339.12,1899.09,1559.96
SO386,3/15/2020,In-Store,USD,5,339,26,8,197.71,141.22,1581.64,1440.43
SO387,1/12/2020,Distributor,USD,23,244,7,10,638.2,455.86,6382,5926.15
SO388,5/22/2020,Wholesale,USD,4,197,8,1,207.01,147.87,207.01,59.15
SO389,2/1/2020,In-Store,USD,25,117,13,7,176.12,125.8,1232.87,1107.07
SO390,4/30/2020,Wholesale,USD,17,265,18,9,202.83,144.88,1825.46,1680.58
SO391,1/7/2020,Wholesale,USD,14,166,46,3,414.53,296.09,1243.59,947.5
SO392,4/15/2020,Online,USD,9,329,43,9,626.18,447.27,5635.6,5188.33
SO393,2/3/2020,Online,USD,1,126,26,1,300.41,214.58,300.41,85.83
SO394,1/19/2020,Wholesale,USD,13,217,13,3,318.85,227.75,956.56,728.81
SO395,1/23/2020,Wholesale,USD,20,95,18,8,228.03,162.88,1824.24,1661.36
SO396,2/17/2020,Online,USD,18,175,37,6,325.2,232.28,1951.18,1718.9
SO397,5/1/2020,In-Store,USD,10,311,6,1,403.05,287.9,403.05,115.16
SO398,2/22/2020,Online,USD,18,218,18,4,533.09,380.78,2132.37,1751.59
SO399,5/14/2020,Online,USD,18,355,42,7,649.08,463.63,4543.58,4079.95
SO400,1/21/2020,In-Store,USD,11,165,40,1,504.98,360.7,504.98,144.28
SO401,3/11/2020,Distributor,USD,20,322,13,3,169.12,120.8,507.35,386.55
SO402,1/26/2020,In-Store,USD,5,326,6,7,443.89,317.07,3107.26,2790.19
SO403,1/31/2020,In-Store,USD,17,59,21,2,408.95,292.11,817.9,525.79
SO404,1/23/2020,Distributor,USD,14,321,10,6,368.81,263.43,2212.85,1949.41
SO405,5/9/2020,Distributor,USD,18,304,13,9,266.59,190.42,2399.35,2208.92
SO406,1/4/2020,In-Store,USD,20,229,45,10,207.85,148.47,2078.51,1930.05
SO407,5/3/2020,Wholesale,USD,7,168,28,9,572.17,408.69,5149.52,4740.83
SO408,5/27/2020,Online,USD,23,261,1,4,637.14,455.1,2548.55,2093.45
SO409,4/3/2020,In-Store,USD,8,136,16,6,318.91,227.79,1913.45,1685.66
SO410,2/8/2020,Online,USD,6,29,31,7,610.25,435.9,4271.78,3835.88
SO411,5/3/2020,Online,USD,6,32,7,1,317.18,226.56,317.18,90.62
SO412,1/26/2020,Wholesale,USD,7,34,32,1,173.7,124.07,173.7,49.63
SO413,4/11/2020,Wholesale,USD,17,250,35,7,509.68,364.06,3567.79,3203.73
SO414,3/7/2020,Wholesale,USD,20,19,29,8,254.79,181.99,2038.32,1856.33
SO415,3/14/2020,In-Store,USD,25,262,45,9,357.23,255.16,3215.08,2959.91
SO416,4/19/2020,In-Store,USD,3,305,19,4,251.82,179.87,1007.27,827.4
SO417,4/1/2020,In-Store,USD,3,320,17,10,306.76,219.12,3067.62,2848.5
SO418,1/15/2020,In-Store,USD,17,185,25,5,393.5,281.07,1967.51,1686.43
SO419,2/23/2020,Online,USD,23,190,1,1,474.51,338.94,474.51,135.57
SO420,5/3/2020,In-Store,USD,4,70,47,7,428.99,306.42,3002.94,2696.51
SO421,3/6/2020,Wholesale,USD,2,263,18,9,317.46,226.76,2857.18,2630.42
SO422,3/22/2020,Wholesale,USD,26,163,13,7,362.98,259.27,2540.89,2281.62
SO423,3/27/2020,Distributor,USD,13,194,39,6,185.54,132.53,1113.23,980.71
SO424,5/10/2020,Distributor,USD,11,332,42,9,558.72,399.08,5028.44,4629.35
SO425,3/16/2020,In-Store,USD,22,213,6,9,261.11,186.51,2349.98,2163.48
SO426,5/31/2020,Online,USD,1,30,47,6,159.85,114.18,959.08,844.9
SO427,3/6/2020,In-Store,USD,8,72,41,10,533.81,381.29,5338.13,4956.83
SO428,4/21/2020,Wholesale,USD,16,160,14,3,422.57,301.83,1267.7,965.87
SO429,4/18/2020,Wholesale,USD,1,234,21,4,573.78,409.84,2295.12,1885.27
SO430,1/12/2020,Wholesale,USD,12,72,28,10,636.4,454.57,6364.04,5909.46
SO431,2/9/2020,Online,USD,5,81,27,4,496.69,354.78,1986.76,1631.98
SO432,2/18/2020,Online,USD,13,181,41,2,489.53,349.67,979.07,629.4
SO433,5/31/2020,Distributor,USD,21,120,1,3,631.33,450.95,1894,1443.05
SO434,2/19/2020,Wholesale,USD,2,296,16,5,314.64,224.74,1573.2,1348.45
SO435,3/7/2020,Distributor,USD,24,232,13,5,531.54,379.67,2657.69,2278.02
SO436,2/9/2020,In-Store,USD,21,294,16,5,295.58,211.13,1477.9,1266.77
SO437,5/29/2020,In-Store,USD,17,14,6,8,604.68,431.91,4837.41,4405.5
SO438,1/26/2020,Online,USD,17,11,31,8,341.4,243.86,2731.24,2487.38
SO439,4/26/2020,Distributor,USD,6,43,28,9,235.11,167.94,2116.02,1948.08
SO440,5/29/2020,Online,USD,2,38,31,3,455.49,325.35,1366.48,1041.13
SO441,5/26/2020,Distributor,USD,10,32,28,3,434.27,310.19,1302.81,992.62
SO442,1/5/2020,Online,USD,2,93,21,4,550.87,393.48,2203.48,1810
SO443,1/4/2020,Distributor,USD,13,221,3,5,637.21,455.15,3186.06,2730.91
SO444,5/24/2020,In-Store,USD,2,166,6,1,290.95,207.82,290.95,83.13
SO445,1/17/2020,Distributor,USD,7,330,45,4,432.91,309.22,1731.62,1422.4
SO446,4/20/2020,In-Store,USD,20,183,15,5,161.24,115.17,806.18,691.01
SO447,5/1/2020,Wholesale,USD,12,25,38,9,607.56,433.97,5468.04,5034.07
SO448,1/30/2020,Wholesale,USD,8,256,1,8,593.83,424.17,4750.67,4326.5
SO449,5/14/2020,Wholesale,USD,16,175,47,6,510.71,364.79,3064.26,2699.47
SO450,1/21/2020,Wholesale,USD,8,28,14,8,600.67,429.05,4805.38,4376.33
SO451,3/31/2020,Online,USD,12,237,39,7,401.94,287.1,2813.61,2526.51
SO452,1/9/2020,Wholesale,USD,14,99,14,7,502.85,359.18,3519.93,3160.75
SO453,5/4/2020,Wholesale,USD,6,35,17,9,527.42,376.73,4746.79,4370.07
SO454,1/4/2020,Online,USD,9,175,35,4,442.54,316.1,1770.14,1454.05
SO455,1/17/2020,In-Store,USD,17,343,7,5,323.61,231.15,1618.07,1386.92
SO456,2/5/2020,Distributor,USD,6,69,32,2,517.3,369.5,1034.61,665.11
SO457,2/29/2020,In-Store,USD,18,93,26,10,268.9,192.07,2688.96,2496.89
SO458,2/7/2020,Online,USD,19,186,20,3,485.82,347.01,1457.45,1110.44
SO459,5/8/2020,Distributor,USD,16,211,22,10,511.92,365.65,5119.16,4753.5
SO460,1/4/2020,In-Store,USD,11,121,38,9,626.23,447.31,5636.07,5188.76
SO461,2/11/2020,In-Store,USD,6,326,7,10,550.88,393.49,5508.8,5115.32
SO462,1/19/2020,Online,USD,22,249,46,10,443.84,317.03,4438.36,4121.33
SO463,5/22/2020,Online,USD,4,33,1,1,355.19,253.7,355.19,101.48
SO464,5/8/2020,Distributor,USD,12,346,39,7,566.68,404.77,3966.73,3561.96
SO465,4/25/2020,Online,USD,12,299,11,2,440.02,314.3,880.05,565.74
SO466,1/9/2020,Online,USD,9,313,22,9,267.21,190.87,2404.92,2214.05
SO467,2/3/2020,Wholesale,USD,10,351,28,10,533.89,381.35,5338.89,4957.54
SO468,1/2/2020,Online,USD,19,152,9,1,207.31,148.08,207.31,59.23
SO469,3/15/2020,Online,USD,23,159,4,8,612.14,437.24,4897.14,4459.89
SO470,3/8/2020,Online,USD,25,50,17,9,590.06,421.47,5310.5,4889.03
SO471,3/25/2020,Wholesale,USD,6,342,43,3,179.01,127.87,537.04,409.17
SO472,4/20/2020,Online,USD,14,104,28,10,558.23,398.74,5582.31,5183.57
SO473,2/29/2020,Distributor,USD,24,255,7,7,322.74,230.53,2259.18,2028.65
SO474,5/4/2020,Distributor,USD,18,1,28,3,295.42,211.01,886.25,675.24
SO475,3/6/2020,Online,USD,17,232,6,8,167.71,119.79,1341.65,1221.86
SO476,2/26/2020,Wholesale,USD,15,187,14,9,397.06,283.62,3573.56,3289.95
SO477,5/15/2020,Distributor,USD,4,103,11,10,514.77,367.69,5147.7,4780
SO478,2/4/2020,Distributor,USD,6,261,3,5,218.01,155.72,1090.03,934.31
SO479,4/24/2020,In-Store,USD,20,135,36,1,532.17,380.12,532.17,152.05
SO480,1/4/2020,Distributor,USD,9,361,27,6,535.27,382.33,3211.61,2829.28
SO481,2/23/2020,Distributor,USD,18,27,1,9,538.65,384.75,4847.84,4463.09
SO482,5/13/2020,Online,USD,12,338,5,8,459.12,327.95,3673,3345.05
SO483,5/25/2020,Wholesale,USD,22,76,34,1,498.78,356.27,498.78,142.51
SO484,1/29/2020,Online,USD,23,110,27,7,193.74,138.38,1356.15,1217.77
SO485,4/29/2020,Distributor,USD,23,315,30,1,508.53,363.23,508.53,145.29
SO486,1/6/2020,Wholesale,USD,14,220,28,8,331.89,237.06,2655.11,2418.04
SO487,2/18/2020,Online,USD,16,118,28,6,155.54,111.1,933.21,822.12
SO488,5/8/2020,Online,USD,21,283,14,9,517.6,369.72,4658.44,4288.72
SO489,5/5/2020,In-Store,USD,12,100,34,2,276.81,197.72,553.61,355.89
SO490,1/23/2020,Online,USD,22,56,41,8,435.67,311.19,3485.34,3174.15
SO491,3/23/2020,Wholesale,USD,22,201,15,8,240.62,171.87,1924.95,1753.08
SO492,4/17/2020,Wholesale,USD,18,250,37,10,200.34,143.1,2003.4,1860.3
SO493,5/14/2020,Distributor,USD,11,367,30,2,537.89,384.21,1075.78,691.57
SO494,2/10/2020,Distributor,USD,15,301,13,3,346.8,247.71,1040.39,792.68
SO495,3/28/2020,Online,USD,5,85,42,4,553.35,395.25,2213.39,1818.14
SO496,4/22/2020,Distributor,USD,9,303,35,7,251.07,179.33,1757.47,1578.14
SO497,4/9/2020,Wholesale,USD,18,90,38,8,550.22,393.01,4401.74,4008.73
SO498,4/6/2020,Wholesale,USD,6,116,37,4,442.52,316.09,1770.08,1454
SO499,4/16/2020,In-Store,USD,6,107,28,8,494.29,353.06,3954.3,3601.24
SO500,5/18/2020,Distributor,USD,21,91,14,10,370.15,264.39,3701.49,3437.09
SO501,4/27/2020,Online,USD,21,154,25,1,492.52,351.8,492.52,140.72
SO502,4/7/2020,In-Store,USD,12,264,38,10,343.21,245.15,3432.11,3186.96
SO503,5/9/2020,Online,USD,22,204,9,9,231.65,165.47,2084.87,1919.4
SO504,2/3/2020,Distributor,USD,7,102,42,6,460.01,328.58,2760.04,2431.46
SO505,5/2/2020,Online,USD,23,36,43,7,438.35,313.11,3068.43,2755.33
SO506,5/17/2020,Online,USD,10,225,18,5,485.8,347,2429.01,2082.01
SO507,1/31/2020,Wholesale,USD,21,124,25,1,489.94,349.96,489.94,139.98
SO508,5/26/2020,Wholesale,USD,6,291,34,1,257.2,183.72,257.2,73.49
SO509,3/6/2020,Distributor,USD,18,83,47,9,457.81,327,4120.26,3793.25
SO510,4/17/2020,Distributor,USD,25,174,30,7,315.51,225.36,2208.55,1983.18
SO511,5/30/2020,Distributor,USD,13,97,23,3,459.83,328.45,1379.49,1051.04
SO512,2/6/2020,In-Store,USD,8,264,5,10,592.78,423.41,5927.8,5504.39
SO513,5/16/2020,In-Store,USD,6,209,16,10,343.61,245.43,3436.08,3190.65
SO514,4/3/2020,Online,USD,10,118,13,10,610.77,436.26,6107.65,5671.39
SO515,3/30/2020,In-Store,USD,4,130,41,4,342.31,244.51,1369.24,1124.73
SO516,4/22/2020,In-Store,USD,17,300,18,4,268.82,192.01,1075.26,883.25
SO517,4/22/2020,Online,USD,12,153,28,9,464.32,331.65,4178.85,3847.2
SO518,2/24/2020,Distributor,USD,8,217,28,6,422.45,301.75,2534.69,2232.94
SO519,5/10/2020,Distributor,USD,2,127,40,8,511.09,365.06,4088.68,3723.62
SO520,4/20/2020,Wholesale,USD,5,252,36,10,575.27,410.91,5752.69,5341.78
SO521,4/15/2020,In-Store,USD,2,198,26,5,237.87,169.91,1189.34,1019.44
SO522,5/30/2020,Online,USD,19,109,27,4,150.31,107.36,601.24,493.87
SO523,4/12/2020,In-Store,USD,6,101,27,8,299.21,213.72,2393.64,2179.92
SO524,2/19/2020,Online,USD,24,11,37,2,413.05,295.04,826.11,531.07
SO525,5/25/2020,Distributor,USD,24,140,13,5,237.34,169.53,1186.68,1017.16
SO526,2/13/2020,Distributor,USD,13,147,15,5,235.69,168.35,1178.45,1010.1
SO527,5/5/2020,Distributor,USD,1,110,41,9,417.96,298.54,3761.62,3463.08
SO528,1/6/2020,Online,USD,4,64,32,2,560.36,400.26,1120.73,720.47
SO529,3/29/2020,Wholesale,USD,9,195,29,10,413.95,295.68,4139.49,3843.81
SO530,2/22/2020,Wholesale,USD,26,173,28,1,480.47,343.19,480.47,137.28
SO531,1/5/2020,Distributor,USD,15,291,20,1,491.01,350.72,491.01,140.29
SO532,3/16/2020,Online,USD,17,305,8,7,549.26,392.33,3844.79,3452.47
SO533,2/6/2020,Distributor,USD,22,148,41,2,449.35,320.97,898.7,577.74
SO534,3/21/2020,In-Store,USD,24,207,37,9,493.28,352.34,4439.48,4087.14
SO535,2/14/2020,In-Store,USD,21,238,4,3,220.81,157.72,662.43,504.71
SO536,3/16/2020,In-Store,USD,8,45,27,2,176.47,126.05,352.95,226.9
SO537,1/17/2020,Wholesale,USD,4,76,36,3,233.12,166.52,699.37,532.85
SO538,3/27/2020,Wholesale,USD,12,133,5,5,260.93,186.38,1304.64,1118.26
SO539,3/15/2020,Online,USD,3,321,20,5,179.2,128,895.99,767.99
SO540,2/7/2020,Distributor,USD,17,307,44,10,638.53,456.09,6385.29,5929.2
SO541,1/20/2020,Wholesale,USD,8,53,30,7,465.55,332.53,3258.83,2926.3
SO542,5/26/2020,In-Store,USD,19,209,39,8,344.14,245.82,2753.16,2507.34
SO543,1/26/2020,Wholesale,USD,9,154,29,1,218.33,155.95,218.33,62.38
SO544,5/13/2020,Online,USD,5,344,32,9,281.02,200.73,2529.22,2328.49
SO545,3/8/2020,In-Store,USD,6,319,41,7,379.62,271.16,2657.34,2386.18
SO546,4/4/2020,Distributor,USD,10,204,2,6,194.5,138.93,1167,1028.07
SO547,4/10/2020,Wholesale,USD,15,91,19,7,511.8,365.57,3582.63,3217.06
SO548,2/7/2020,Wholesale,USD,10,130,11,10,493.24,352.31,4932.4,4580.09
SO549,1/12/2020,Distributor,USD,8,64,32,7,598.32,427.37,4188.22,3760.85
SO550,4/26/2020,In-Store,USD,11,86,25,6,604.62,431.87,3627.73,3195.85
SO551,2/27/2020,Distributor,USD,18,245,27,5,216.04,154.32,1080.22,925.91
SO552,5/18/2020,Wholesale,USD,11,355,7,5,204.95,146.4,1024.77,878.38
SO553,5/17/2020,In-Store,USD,11,353,44,8,606.12,432.94,4848.93,4415.99
SO554,1/8/2020,Wholesale,USD,15,81,41,3,271.65,194.03,814.94,620.9
SO555,3/3/2020,In-Store,USD,21,333,18,9,264.95,189.25,2384.59,2195.33
SO556,3/2/2020,Online,USD,16,331,17,10,528.53,377.52,5285.26,4907.75
SO557,5/14/2020,Distributor,USD,6,162,24,3,353.75,252.68,1061.26,808.58
SO558,5/26/2020,Wholesale,USD,9,75,40,6,501.92,358.52,3011.54,2653.02
SO559,2/23/2020,In-Store,USD,8,350,27,3,277.8,198.43,833.39,634.97
SO560,4/27/2020,In-Store,USD,24,7,29,3,508.22,363.01,1524.66,1161.65
SO561,3/11/2020,Distributor,USD,9,210,28,9,485.25,346.61,4367.23,4020.63
SO562,3/13/2020,Online,USD,26,222,7,4,521.97,372.83,2087.87,1715.03
SO563,2/26/2020,Online,USD,15,226,10,10,602.35,430.25,6023.46,5593.22
SO564,2/16/2020,Distributor,USD,19,257,17,7,509.79,364.13,3568.51,3204.38
SO565,2/14/2020,Distributor,USD,9,289,25,5,185.16,132.25,925.78,793.53
SO566,5/17/2020,Online,USD,4,166,5,4,429.66,306.9,1718.63,1411.73
SO567,3/25/2020,Online,USD,18,316,12,1,475.27,339.48,475.27,135.79
SO568,3/31/2020,In-Store,USD,18,312,31,6,224.29,160.21,1345.76,1185.55
SO569,2/1/2020,Online,USD,15,339,31,2,161.1,115.07,322.2,207.13
SO570,1/15/2020,Distributor,USD,4,195,1,4,262.7,187.64,1050.81,863.16
SO571,3/9/2020,Wholesale,USD,21,146,46,2,315.76,225.54,631.52,405.98
SO572,4/24/2020,Distributor,USD,8,62,23,3,304.19,217.28,912.57,695.29
SO573,3/1/2020,Distributor,USD,10,163,27,6,240.52,171.8,1443.15,1271.34
SO574,4/26/2020,Wholesale,USD,9,285,19,5,194.33,138.8,971.63,832.82
SO575,5/24/2020,Online,USD,24,179,38,1,637.45,455.32,637.45,182.13
SO576,5/27/2020,Wholesale,USD,3,246,13,4,617.66,441.18,2470.63,2029.45
SO577,5/14/2020,Distributor,USD,13,323,25,9,599.71,428.37,5397.42,4969.06
SO578,1/29/2020,Distributor,USD,18,333,33,9,353.23,252.31,3179.11,2926.8
SO579,2/18/2020,Distributor,USD,6,15,24,3,584.55,417.53,1753.64,1336.11
SO580,2/6/2020,In-Store,USD,17,160,30,3,632.17,451.55,1896.5,1444.95
SO581,1/31/2020,Wholesale,USD,22,197,13,9,613.06,437.9,5517.55,5079.65
SO582,1/8/2020,In-Store,USD,19,114,8,6,267.81,191.3,1606.88,1415.59
SO583,3/22/2020,In-Store,USD,2,345,18,5,601.19,429.42,3005.97,2576.55
SO584,3/6/2020,Wholesale,USD,13,237,21,5,424.32,303.09,2121.6,1818.51
SO585,2/26/2020,Wholesale,USD,12,165,38,9,332.58,237.56,2993.22,2755.66
SO586,4/2/2020,In-Store,USD,18,76,46,8,439.58,313.99,3516.68,3202.69
SO587,5/15/2020,In-Store,USD,22,223,44,5,216.15,154.39,1080.74,926.35
SO588,3/13/2020,In-Store,USD,9,304,47,9,311.92,222.8,2807.25,2584.45
SO589,1/14/2020,Wholesale,USD,18,213,34,10,589.67,421.2,5896.73,5475.54
SO590,1/14/2020,Online,USD,24,4,32,2,534.9,382.07,1069.81,687.73
SO591,5/2/2020,Online,USD,16,311,31,2,461.65,329.75,923.3,593.55
SO592,5/27/2020,Distributor,USD,18,144,30,9,611.29,436.64,5501.65,5065.01
SO593,1/30/2020,Distributor,USD,16,103,31,2,216.15,154.39,432.29,277.9
SO594,2/14/2020,Wholesale,USD,12,365,35,5,206.92,147.8,1034.58,886.78
SO595,5/14/2020,Wholesale,USD,10,337,7,8,405.57,289.69,3244.56,2954.87
SO596,5/12/2020,Online,USD,15,140,19,7,517.9,369.93,3625.3,3255.37
SO597,2/22/2020,Wholesale,USD,20,360,43,5,404.47,288.91,2022.36,1733.45
SO598,3/23/2020,Distributor,USD,25,60,25,3,543.76,388.4,1631.29,1242.89
SO599,2/12/2020,Wholesale,USD,6,314,18,9,321.8,229.86,2896.24,2666.38
SO600,3/23/2020,In-Store,USD,12,178,8,1,619.12,442.23,619.12,176.89
SO601,1/2/2020,Online,USD,4,57,22,5,175.31,125.22,876.55,751.32
SO602,4/25/2020,Distributor,USD,21,149,20,6,632.03,451.45,3792.19,3340.74
SO603,2/7/2020,Online,USD,25,23,14,3,476.91,340.65,1430.72,1090.07
SO604,1/4/2020,In-Store,USD,19,119,41,4,522.35,373.11,2089.39,1716.28
SO605,4/7/2020,Distributor,USD,9,194,8,2,487.27,348.05,974.54,626.49
SO606,5/16/2020,Distributor,USD,15,323,8,7,257.46,183.9,1802.19,1618.29
SO607,5/30/2020,In-Store,USD,25,45,34,9,542.98,387.84,4886.81,4498.97
SO608,3/22/2020,In-Store,USD,26,347,44,5,616.34,440.24,3081.68,2641.44
SO609,1/20/2020,Distributor,USD,25,187,10,5,455.92,325.66,2279.61,1953.95
SO610,3/29/2020,Wholesale,USD,16,240,26,1,225.88,161.34,225.88,64.54
SO611,4/18/2020,Distributor,USD,7,327,15,2,638.82,456.3,1277.64,821.34
SO612,2/8/2020,Online,USD,26,220,9,8,450.75,321.97,3606.03,3284.06
SO613,3/21/2020,In-Store,USD,13,335,36,10,211.08,150.77,2110.79,1960.02
SO614,5/29/2020,Online,USD,24,221,15,3,304.43,217.45,913.3,695.85
SO615,5/30/2020,Wholesale,USD,24,301,45,5,492.32,351.65,2461.58,2109.93
SO616,2/17/2020,Wholesale,USD,12,275,34,9,247.02,176.44,2223.16,2046.72
SO617,5/30/2020,Online,USD,1,333,2,8,372.29,265.92,2978.33,2712.41
SO618,5/24/2020,Online,USD,10,197,11,3,294.03,210.02,882.09,672.07
SO619,2/13/2020,Distributor,USD,11,194,17,5,231.07,165.05,1155.34,990.29
SO620,1/12/2020,Distributor,USD,17,126,13,5,530.38,378.84,2651.89,2273.05
SO621,5/27/2020,In-Store,USD,19,77,16,10,647.62,462.59,6476.24,6013.66
SO622,3/6/2020,Distributor,USD,26,221,27,2,225.04,160.74,450.07,289.33
SO623,5/7/2020,Wholesale,USD,19,235,38,4,296.29,211.64,1185.17,973.53
SO624,4/11/2020,Online,USD,13,120,34,2,384.24,274.46,768.48,494.02
SO625,4/13/2020,In-Store,USD,1,204,33,9,561.67,401.2,5055.06,4653.87
SO626,1/14/2020,Online,USD,18,338,31,7,177.22,126.59,1240.57,1113.99
SO627,4/18/2020,Wholesale,USD,5,314,18,4,479.97,342.83,1919.86,1577.03
SO628,4/18/2020,Online,USD,19,149,38,10,338.75,241.96,3387.48,3145.52
SO629,5/1/2020,Online,USD,13,142,19,5,308.83,220.59,1544.13,1323.54
SO630,2/2/2020,Distributor,USD,1,176,40,4,225,160.71,899.99,739.28
SO631,1/19/2020,Online,USD,1,105,4,6,590.21,421.58,3541.23,3119.66
